period,k,kq,vol,vol_dc,p_itm_p,p_exp,p_max,c_itm_p,c_exp,c_max,scale_t2,scalep_t2,scalen_t2,lmean_t2
182,0.9845,0.39,0.0272,9,0.39,0.0685,0.1461,0.61,0.1579,0.2656,0.2721,0.2575,0.2883,0.0325
182,0.9976,0.41,0.0272,9,0.41,0.0736,0.1577,0.59,0.1502,0.2528,0.2721,0.2575,0.2883,0.0325
182,1.0086,0.43,0.0272,9,0.4299,0.0781,0.1683,0.57,0.144,0.2425,0.2721,0.2575,0.2883,0.0325
182,1.0213,0.45,0.0272,9,0.45,0.0835,0.1806,0.55,0.1371,0.2311,0.2721,0.2575,0.2883,0.0325
182,1.032,0.47,0.0272,9,0.47,0.0884,0.1911,0.5299,0.1314,0.2217,0.2721,0.2575,0.2883,0.0325
182,1.045,0.49,0.0272,9,0.49,0.0944,0.2038,0.51,0.1248,0.2106,0.2721,0.2575,0.2883,0.0325
182,1.0577,0.51,0.0272,9,0.51,0.1006,0.2162,0.49,0.1186,0.2003,0.2721,0.2575,0.2883,0.0325
182,1.0714,0.53,0.0272,9,0.5299,0.1076,0.2296,0.4698,0.1122,0.1895,0.2721,0.2575,0.2883,0.0325
182,1.0842,0.55,0.0272,9,0.55,0.1143,0.2421,0.45,0.1064,0.1798,0.2721,0.2575,0.2883,0.0325
182,1.0977,0.57,0.0272,9,0.57,0.1217,0.2552,0.4299,0.1007,0.1701,0.2721,0.2575,0.2883,0.0325
182,1.1099,0.59,0.0272,9,0.59,0.1286,0.2672,0.41,0.0956,0.1616,0.2721,0.2575,0.2883,0.0325
182,1.1228,0.61,0.0272,9,0.61,0.1362,0.2797,0.39,0.0906,0.153,0.2721,0.2575,0.2883,0.0325
182,1.1378,0.63,0.0272,9,0.63,0.1452,0.2943,0.37,0.085,0.1436,0.2721,0.2575,0.2883,0.0325
182,1.1521,0.65,0.0272,9,0.65,0.1541,0.3083,0.35,0.08,0.1351,0.2721,0.2575,0.2883,0.0325
182,1.1669,0.67,0.0272,9,0.67,0.1637,0.3227,0.33,0.0751,0.1267,0.2721,0.2575,0.2883,0.0325
182,1.1827,0.69,0.0272,9,0.69,0.1742,0.3382,0.31,0.0701,0.1183,0.2721,0.2575,0.2883,0.0325
182,1.2005,0.71,0.0272,9,0.71,0.1863,0.3555,0.29,0.065,0.1096,0.2721,0.2575,0.2883,0.0325
182,1.2197,0.73,0.0272,9,0.73,0.1998,0.3743,0.27,0.0597,0.1007,0.2721,0.2575,0.2883,0.0325
182,1.2369,0.75,0.0272,9,0.75,0.2123,0.3911,0.25,0.0553,0.0934,0.2721,0.2575,0.2883,0.0325
182,1.255,0.77,0.0272,9,0.77,0.2257,0.4088,0.2299,0.0511,0.0862,0.2721,0.2575,0.2883,0.0325
182,1.275,0.79,0.0272,9,0.7899,0.2408,0.4283,0.21,0.0468,0.079,0.2721,0.2575,0.2883,0.0325
182,1.2982,0.81,0.0272,9,0.81,0.259,0.4509,0.19,0.0422,0.0713,0.2721,0.2575,0.2883,0.0325
182,1.3243,0.83,0.0272,9,0.83,0.2798,0.4764,0.17,0.0377,0.0637,0.2721,0.2575,0.2883,0.0325
182,1.3536,0.85,0.0272,9,0.85,0.3038,0.5049,0.15,0.0331,0.0561,0.2721,0.2575,0.2883,0.0325
182,1.3862,0.87,0.0272,9,0.87,0.3313,0.5368,0.13,0.0286,0.0487,0.2721,0.2575,0.2883,0.0325
182,1.4245,0.89,0.0272,9,0.89,0.3642,0.5742,0.11,0.0242,0.0413,0.2721,0.2575,0.2883,0.0325
182,1.4678,0.91,0.0272,9,0.91,0.4021,0.6164,0.09,0.0199,0.0343,0.2721,0.2575,0.2883,0.0325
182,1.5199,0.93,0.0272,9,0.93,0.4489,0.6672,0.07,0.0159,0.0275,0.2721,0.2575,0.2883,0.0325
182,1.5947,0.95,0.0272,9,0.95,0.5177,0.7403,0.05,0.0116,0.0202,0.2721,0.2575,0.2883,0.0325
182,1.7114,0.97,0.0272,9,0.97,0.6272,0.8541,0.03,0.0072,0.0129,0.2721,0.2575,0.2883,0.0325
182,1.9705,0.99,0.0272,9,0.9899,0.8755,1.107,0.01,0.0028,0.0054,0.2721,0.2575,0.2883,0.0325
182,0.334,0.01,0.0387,10,0.01,0.0011,0.0024,0.9899,0.8016,1.0297,0.3585,0.3426,0.376,0.0651
182,0.4994,0.03,0.0387,10,0.03,0.0041,0.0095,0.97,0.6428,0.8681,0.3585,0.3426,0.376,0.0651
182,0.5715,0.05,0.0387,10,0.05,0.007,0.016,0.95,0.575,0.7977,0.3585,0.3426,0.376,0.0651
182,0.6202,0.07,0.0387,10,0.07,0.0098,0.0225,0.93,0.5303,0.7502,0.3585,0.3426,0.376,0.0651
182,0.6646,0.09,0.0387,10,0.09,0.0133,0.0303,0.91,0.4903,0.7068,0.3585,0.3426,0.376,0.0651
182,0.7,0.11,0.0387,10,0.11,0.0168,0.0381,0.8899,0.4591,0.6722,0.3585,0.3426,0.376,0.0651
182,0.7309,0.13,0.0387,10,0.13,0.0203,0.0463,0.8699,0.4325,0.6421,0.3585,0.3426,0.376,0.0651
182,0.759,0.15,0.0387,10,0.15,0.0242,0.055,0.85,0.4088,0.6146,0.3585,0.3426,0.376,0.0651
182,0.7852,0.17,0.0387,10,0.17,0.0283,0.0644,0.83,0.3872,0.589,0.3585,0.3426,0.376,0.0651
182,0.8082,0.19,0.0387,10,0.19,0.0323,0.0735,0.81,0.3688,0.5666,0.3585,0.3426,0.376,0.0651
182,0.8325,0.21,0.0387,10,0.21,0.037,0.0843,0.79,0.3498,0.5429,0.3585,0.3426,0.376,0.0651
182,0.8524,0.23,0.0387,10,0.23,0.0413,0.0941,0.7699,0.3346,0.5235,0.3585,0.3426,0.376,0.0651
182,0.8713,0.25,0.0387,10,0.25,0.0457,0.1042,0.75,0.3205,0.505,0.3585,0.3426,0.376,0.0651
182,0.8909,0.27,0.0387,10,0.27,0.0507,0.1155,0.73,0.3063,0.4859,0.3585,0.3426,0.376,0.0651
182,0.9103,0.29,0.0387,10,0.29,0.056,0.1277,0.71,0.2926,0.4669,0.3585,0.3426,0.376,0.0651
182,0.9283,0.31,0.0387,10,0.31,0.0612,0.1399,0.69,0.2802,0.4493,0.3585,0.3426,0.376,0.0651
182,0.9458,0.33,0.0387,10,0.33,0.0667,0.1527,0.67,0.2686,0.4323,0.3585,0.3426,0.376,0.0651
182,0.9631,0.35,0.0387,10,0.35,0.0724,0.1661,0.65,0.2574,0.4154,0.3585,0.3426,0.376,0.0651
182,0.9804,0.37,0.0387,10,0.3699,0.0785,0.1805,0.63,0.2465,0.3985,0.3585,0.3426,0.376,0.0651
182,1.0,0.39,0.0387,10,0.3897,0.0858,0.1976,0.596,0.2346,0.3794,0.3585,0.3426,0.376,0.0651
182,1.0068,0.41,0.0387,10,0.41,0.0885,0.2043,0.59,0.2307,0.3731,0.3585,0.3426,0.376,0.0651
182,1.026,0.43,0.0387,10,0.43,0.0964,0.223,0.5699,0.2198,0.3558,0.3585,0.3426,0.376,0.0651
182,1.0439,0.45,0.0387,10,0.45,0.104,0.2405,0.55,0.2099,0.3401,0.3585,0.3426,0.376,0.0651
182,1.0623,0.47,0.0387,10,0.47,0.1123,0.2585,0.53,0.2002,0.3246,0.3585,0.3426,0.376,0.0651
182,1.0775,0.49,0.0387,10,0.4899,0.1194,0.2734,0.51,0.1924,0.3122,0.3585,0.3426,0.376,0.0651
182,1.0941,0.51,0.0387,10,0.51,0.1275,0.2897,0.49,0.1843,0.2992,0.3585,0.3426,0.376,0.0651
182,1.1104,0.53,0.0387,10,0.53,0.1358,0.3056,0.47,0.1767,0.2869,0.3585,0.3426,0.376,0.0651
182,1.1295,0.55,0.0387,10,0.55,0.1459,0.3243,0.45,0.168,0.273,0.3585,0.3426,0.376,0.0651
182,1.1463,0.57,0.0387,10,0.57,0.1551,0.3408,0.43,0.1608,0.2614,0.3585,0.3426,0.376,0.0651
182,1.1649,0.59,0.0387,10,0.59,0.1656,0.3589,0.41,0.1531,0.249,0.3585,0.3426,0.376,0.0651
182,1.1832,0.61,0.0387,10,0.6099,0.1764,0.3769,0.39,0.146,0.2374,0.3585,0.3426,0.376,0.0651
182,1.2035,0.63,0.0387,10,0.63,0.1887,0.3967,0.37,0.1384,0.2252,0.3585,0.3426,0.376,0.0651
182,1.2219,0.65,0.0387,10,0.6499,0.2002,0.4147,0.3499,0.1319,0.2146,0.3585,0.3426,0.376,0.0651
182,1.246,0.67,0.0387,10,0.6699,0.2157,0.4383,0.3299,0.1239,0.2015,0.3585,0.3426,0.376,0.0651
182,1.2683,0.69,0.0387,10,0.69,0.2306,0.4601,0.31,0.1169,0.1902,0.3585,0.3426,0.376,0.0651
182,1.2906,0.71,0.0387,10,0.71,0.2458,0.4819,0.29,0.1103,0.1796,0.3585,0.3426,0.376,0.0651
182,1.3148,0.73,0.0387,10,0.73,0.2629,0.5056,0.27,0.1037,0.1688,0.3585,0.3426,0.376,0.0651
182,1.3404,0.75,0.0387,10,0.7499,0.2814,0.5307,0.25,0.0971,0.1582,0.3585,0.3426,0.376,0.0651
182,1.3645,0.77,0.0387,10,0.7699,0.2993,0.5542,0.23,0.0915,0.1489,0.3585,0.3426,0.376,0.0651
182,1.3966,0.79,0.0387,10,0.79,0.3237,0.5856,0.21,0.0846,0.1375,0.3585,0.3426,0.376,0.0651
182,1.4277,0.81,0.0387,10,0.81,0.3481,0.6161,0.19,0.0785,0.1275,0.3585,0.3426,0.376,0.0651
182,1.4634,0.83,0.0387,10,0.83,0.3767,0.651,0.17,0.0722,0.1172,0.3585,0.3426,0.376,0.0651
182,1.5085,0.85,0.0387,10,0.85,0.4138,0.6951,0.15,0.0651,0.1057,0.3585,0.3426,0.376,0.0651
182,1.5571,0.87,0.0387,10,0.8699,0.4547,0.7427,0.13,0.0585,0.0949,0.3585,0.3426,0.376,0.0651
182,1.6168,0.89,0.0387,10,0.89,0.5061,0.8011,0.1099,0.0514,0.0835,0.3585,0.3426,0.376,0.0651
182,1.6869,0.91,0.0387,10,0.91,0.5679,0.8697,0.09,0.0446,0.0724,0.3585,0.3426,0.376,0.0651
182,1.7778,0.93,0.0387,10,0.9299,0.6497,0.9586,0.07,0.0375,0.061,0.3585,0.3426,0.376,0.0651
182,1.9008,0.95,0.0387,10,0.95,0.763,1.079,0.0499,0.0304,0.0494,0.3585,0.3426,0.376,0.0651
182,2.1487,0.97,0.0387,10,0.97,0.9962,1.3216,0.03,0.021,0.0341,0.3585,0.3426,0.376,0.0651
182,2.7619,0.99,0.0387,10,0.9899,1.5856,1.9215,0.01,0.0105,0.0174,0.3585,0.3426,0.376,0.0651
365,0.6193,0.01,0.0097,1,0.01,0.001,0.0019,0.9899,0.4383,0.5417,0.1698,0.1622,0.1781,0.0548
365,0.7393,0.03,0.0097,1,0.03,0.003,0.0067,0.97,0.3249,0.4262,0.1698,0.1622,0.1781,0.0548
365,0.787,0.05,0.0097,1,0.05,0.0048,0.0111,0.9499,0.2808,0.3803,0.1698,0.1622,0.1781,0.0548
365,0.8204,0.07,0.0097,1,0.07,0.0067,0.0157,0.9299,0.2506,0.3482,0.1698,0.1622,0.1781,0.0548
365,0.8442,0.09,0.0097,1,0.09,0.0086,0.0201,0.91,0.2294,0.3252,0.1698,0.1622,0.1781,0.0548
365,0.8626,0.11,0.0097,1,0.11,0.0103,0.0242,0.89,0.2135,0.3076,0.1698,0.1622,0.1781,0.0548
365,0.8789,0.13,0.0097,1,0.13,0.0122,0.0286,0.8699,0.1996,0.2918,0.1698,0.1622,0.1781,0.0548
365,0.8939,0.15,0.0097,1,0.1499,0.0142,0.0334,0.8499,0.1872,0.2774,0.1698,0.1622,0.1781,0.0548
365,0.9088,0.17,0.0097,1,0.17,0.0165,0.0388,0.83,0.1752,0.263,0.1698,0.1622,0.1781,0.0548
365,0.9219,0.19,0.0097,1,0.19,0.0187,0.0443,0.81,0.1648,0.2505,0.1698,0.1622,0.1781,0.0548
365,0.9344,0.21,0.0097,1,0.21,0.0211,0.0503,0.7899,0.1552,0.2384,0.1698,0.1622,0.1781,0.0548
365,0.9462,0.23,0.0097,1,0.23,0.0236,0.0566,0.7699,0.1463,0.227,0.1698,0.1622,0.1781,0.0548
365,0.9575,0.25,0.0097,1,0.25,0.0262,0.0633,0.75,0.1381,0.2162,0.1698,0.1622,0.1781,0.0548
365,0.968,0.27,0.0097,1,0.27,0.0288,0.0702,0.73,0.1305,0.2061,0.1698,0.1622,0.1781,0.0548
365,0.9771,0.29,0.0097,1,0.29,0.0313,0.0767,0.7099,0.1243,0.1974,0.1698,0.1622,0.1781,0.0548
365,0.9865,0.31,0.0097,1,0.31,0.034,0.0841,0.69,0.1179,0.1882,0.1698,0.1622,0.1781,0.0548
365,0.9955,0.33,0.0097,1,0.33,0.0367,0.0916,0.67,0.112,0.1796,0.1698,0.1622,0.1781,0.0548
365,1.004,0.35,0.0097,1,0.35,0.0395,0.0994,0.65,0.1066,0.1716,0.1698,0.1622,0.1781,0.0548
365,1.0126,0.37,0.0097,1,0.37,0.0425,0.1077,0.63,0.1013,0.1636,0.1698,0.1622,0.1781,0.0548
365,1.0215,0.39,0.0097,1,0.39,0.0457,0.1163,0.61,0.0959,0.1556,0.1698,0.1622,0.1781,0.0548
365,1.0289,0.41,0.0097,1,0.41,0.0486,0.1234,0.5899,0.0917,0.1492,0.1698,0.1622,0.1781,0.0548
365,1.037,0.43,0.0097,1,0.4299,0.0519,0.1312,0.5699,0.0871,0.1423,0.1698,0.1622,0.1781,0.0548
365,1.0452,0.45,0.0097,1,0.45,0.0553,0.1391,0.55,0.0827,0.1355,0.1698,0.1622,0.1781,0.0548
365,1.0536,0.47,0.0097,1,0.47,0.059,0.1471,0.53,0.0784,0.1288,0.1698,0.1622,0.1781,0.0548
365,1.0622,0.49,0.0097,1,0.49,0.063,0.1554,0.51,0.074,0.1222,0.1698,0.1622,0.1781,0.0548
365,1.07,0.51,0.0097,1,0.51,0.0668,0.163,0.49,0.0703,0.1163,0.1698,0.1622,0.1781,0.0548
365,1.0781,0.53,0.0097,1,0.53,0.0708,0.1707,0.47,0.0666,0.1105,0.1698,0.1622,0.1781,0.0548
365,1.0865,0.55,0.0097,1,0.55,0.0752,0.1789,0.45,0.0628,0.1046,0.1698,0.1622,0.1781,0.0548
365,1.0945,0.57,0.0097,1,0.57,0.0795,0.1865,0.43,0.0595,0.0993,0.1698,0.1622,0.1781,0.0548
365,1.1033,0.59,0.0097,1,0.5899,0.0844,0.195,0.4099,0.0559,0.0937,0.1698,0.1622,0.1781,0.0548
365,1.113,0.61,0.0097,1,0.61,0.09,0.2043,0.39,0.0522,0.0877,0.1698,0.1622,0.1781,0.0548
365,1.1214,0.63,0.0097,1,0.63,0.095,0.2124,0.37,0.0491,0.0828,0.1698,0.1622,0.1781,0.0548
365,1.1307,0.65,0.0097,1,0.65,0.1008,0.2214,0.3499,0.0458,0.0776,0.1698,0.1622,0.1781,0.0548
365,1.1407,0.67,0.0097,1,0.67,0.1071,0.2309,0.33,0.0426,0.0724,0.1698,0.1622,0.1781,0.0548
365,1.1502,0.69,0.0097,1,0.69,0.1133,0.2402,0.31,0.0397,0.0677,0.1698,0.1622,0.1781,0.0548
365,1.1608,0.71,0.0097,1,0.7099,0.1204,0.2503,0.2899,0.0366,0.0628,0.1698,0.1622,0.1781,0.0548
365,1.1712,0.73,0.0097,1,0.73,0.1277,0.2604,0.27,0.0338,0.0582,0.1698,0.1622,0.1781,0.0548
365,1.1806,0.75,0.0097,1,0.75,0.1344,0.2694,0.25,0.0315,0.0543,0.1698,0.1622,0.1781,0.0548
365,1.1916,0.77,0.0097,1,0.7699,0.1424,0.28,0.23,0.0289,0.0501,0.1698,0.1622,0.1781,0.0548
365,1.2031,0.79,0.0097,1,0.7899,0.1511,0.291,0.21,0.0265,0.046,0.1698,0.1622,0.1781,0.0548
365,1.2152,0.81,0.0097,1,0.81,0.1604,0.3027,0.19,0.0242,0.0421,0.1698,0.1622,0.1781,0.0548
365,1.23,0.83,0.0097,1,0.83,0.1721,0.3169,0.17,0.0216,0.0378,0.1698,0.1622,0.1781,0.0548
365,1.2458,0.85,0.0097,1,0.8499,0.1849,0.3321,0.15,0.0192,0.0337,0.1698,0.1622,0.1781,0.0548
365,1.2638,0.87,0.0097,1,0.8699,0.1998,0.3494,0.13,0.0168,0.0296,0.1698,0.1622,0.1781,0.0548
365,1.2854,0.89,0.0097,1,0.89,0.2182,0.3703,0.11,0.0144,0.0254,0.1698,0.1622,0.1781,0.0548
365,1.3103,0.91,0.0097,1,0.91,0.2398,0.3942,0.09,0.012,0.0214,0.1698,0.1622,0.1781,0.0548
365,1.3416,0.93,0.0097,1,0.9299,0.2675,0.4244,0.07,0.0096,0.0174,0.1698,0.1622,0.1781,0.0548
365,1.3806,0.95,0.0097,1,0.9499,0.3029,0.4619,0.05,0.0074,0.0137,0.1698,0.1622,0.1781,0.0548
365,1.4468,0.97,0.0097,1,0.97,0.3641,0.5256,0.0299,0.005,0.0095,0.1698,0.1622,0.1781,0.0548
365,1.621,0.99,0.0097,1,0.99,0.529,0.6933,0.01,0.0021,0.0046,0.1698,0.1622,0.1781,0.0548
365,0.5965,0.01,0.0119,2,0.01,0.0008,0.0024,0.99,0.479,0.5947,0.1929,0.1839,0.2029,0.071
365,0.7057,0.03,0.0119,2,0.03,0.0027,0.0077,0.97,0.3763,0.4901,0.1929,0.1839,0.2029,0.071
365,0.761,0.05,0.0119,2,0.05,0.0047,0.013,0.95,0.3253,0.4371,0.1929,0.1839,0.2029,0.071
365,0.7989,0.07,0.0119,2,0.07,0.0068,0.0185,0.93,0.2911,0.4008,0.1929,0.1839,0.2029,0.071
365,0.8286,0.09,0.0119,2,0.09,0.0091,0.0244,0.91,0.265,0.3724,0.1929,0.1839,0.2029,0.071
365,0.8518,0.11,0.0119,2,0.11,0.0113,0.0303,0.89,0.2449,0.3501,0.1929,0.1839,0.2029,0.071
365,0.8708,0.13,0.0119,2,0.13,0.0135,0.036,0.87,0.2289,0.3319,0.1929,0.1839,0.2029,0.071
365,0.8889,0.15,0.0119,2,0.1499,0.0159,0.0423,0.8499,0.214,0.3146,0.1929,0.1839,0.2029,0.071
365,0.9042,0.17,0.0119,2,0.17,0.0182,0.0485,0.83,0.2017,0.2999,0.1929,0.1839,0.2029,0.071
365,0.9186,0.19,0.0119,2,0.19,0.0207,0.0551,0.81,0.1904,0.2861,0.1929,0.1839,0.2029,0.071
365,0.9327,0.21,0.0119,2,0.21,0.0234,0.0623,0.79,0.1796,0.2726,0.1929,0.1839,0.2029,0.071
365,0.9457,0.23,0.0119,2,0.2299,0.0262,0.0698,0.7699,0.1698,0.2601,0.1929,0.1839,0.2029,0.071
365,0.9564,0.25,0.0119,2,0.25,0.0286,0.0765,0.75,0.1621,0.2499,0.1929,0.1839,0.2029,0.071
365,0.9688,0.27,0.0119,2,0.27,0.0317,0.0851,0.73,0.1533,0.238,0.1929,0.1839,0.2029,0.071
365,0.9811,0.29,0.0119,2,0.29,0.035,0.0944,0.7099,0.1447,0.2262,0.1929,0.1839,0.2029,0.071
365,0.992,0.31,0.0119,2,0.31,0.0381,0.1033,0.6899,0.1374,0.2158,0.1929,0.1839,0.2029,0.071
365,1.0039,0.33,0.0119,2,0.33,0.0418,0.1141,0.67,0.1297,0.2045,0.1929,0.1839,0.2029,0.071
365,1.0133,0.35,0.0119,2,0.35,0.0449,0.1231,0.65,0.1237,0.1958,0.1929,0.1839,0.2029,0.071
365,1.0227,0.37,0.0119,2,0.37,0.0481,0.1321,0.63,0.118,0.1873,0.1929,0.1839,0.2029,0.071
365,1.0318,0.39,0.0119,2,0.39,0.0514,0.1408,0.61,0.1126,0.1792,0.1929,0.1839,0.2029,0.071
365,1.0412,0.41,0.0119,2,0.41,0.055,0.1498,0.59,0.1072,0.1712,0.1929,0.1839,0.2029,0.071
365,1.0516,0.43,0.0119,2,0.4299,0.0592,0.1598,0.57,0.1014,0.1625,0.1929,0.1839,0.2029,0.071
365,1.0617,0.45,0.0119,2,0.45,0.0635,0.1695,0.55,0.096,0.1544,0.1929,0.1839,0.2029,0.071
365,1.0712,0.47,0.0119,2,0.4699,0.0677,0.1785,0.53,0.0911,0.147,0.1929,0.1839,0.2029,0.071
365,1.0803,0.49,0.0119,2,0.49,0.0719,0.1873,0.51,0.0866,0.1401,0.1929,0.1839,0.2029,0.071
365,1.0901,0.51,0.0119,2,0.51,0.0766,0.1967,0.49,0.0819,0.133,0.1929,0.1839,0.2029,0.071
365,1.099,0.53,0.0119,2,0.53,0.081,0.2052,0.47,0.0778,0.1267,0.1929,0.1839,0.2029,0.071
365,1.1085,0.55,0.0119,2,0.55,0.0859,0.2143,0.45,0.0736,0.1203,0.1929,0.1839,0.2029,0.071
365,1.1188,0.57,0.0119,2,0.57,0.0915,0.2241,0.43,0.0693,0.1136,0.1929,0.1839,0.2029,0.071
365,1.1283,0.59,0.0119,2,0.59,0.0968,0.2333,0.41,0.0655,0.1077,0.1929,0.1839,0.2029,0.071
365,1.1374,0.61,0.0119,2,0.61,0.102,0.242,0.39,0.062,0.1022,0.1929,0.1839,0.2029,0.071
365,1.147,0.63,0.0119,2,0.63,0.1077,0.2512,0.3699,0.0585,0.0968,0.1929,0.1839,0.2029,0.071
365,1.1579,0.65,0.0119,2,0.65,0.1144,0.2616,0.3499,0.0548,0.0909,0.1929,0.1839,0.2029,0.071
365,1.1688,0.67,0.0119,2,0.67,0.1214,0.2721,0.33,0.0512,0.0852,0.1929,0.1839,0.2029,0.071
365,1.1791,0.69,0.0119,2,0.69,0.1281,0.282,0.3099,0.0481,0.0802,0.1929,0.1839,0.2029,0.071
365,1.1917,0.71,0.0119,2,0.7099,0.1366,0.2941,0.2899,0.0445,0.0744,0.1929,0.1839,0.2029,0.071
365,1.2028,0.73,0.0119,2,0.73,0.1442,0.3047,0.27,0.0415,0.0696,0.1929,0.1839,0.2029,0.071
365,1.2164,0.75,0.0119,2,0.75,0.1539,0.3177,0.25,0.0381,0.0641,0.1929,0.1839,0.2029,0.071
365,1.23,0.77,0.0119,2,0.77,0.1638,0.3307,0.23,0.035,0.0591,0.1929,0.1839,0.2029,0.071
365,1.2454,0.79,0.0119,2,0.7899,0.1753,0.3455,0.21,0.0318,0.0538,0.1929,0.1839,0.2029,0.071
365,1.2604,0.81,0.0119,2,0.81,0.1869,0.3599,0.19,0.029,0.0492,0.1929,0.1839,0.2029,0.071
365,1.2765,0.83,0.0119,2,0.83,0.1996,0.3753,0.17,0.0262,0.0447,0.1929,0.1839,0.2029,0.071
365,1.2933,0.85,0.0119,2,0.8499,0.2131,0.3914,0.15,0.0236,0.0405,0.1929,0.1839,0.2029,0.071
365,1.3133,0.87,0.0119,2,0.8699,0.2296,0.4105,0.13,0.021,0.0362,0.1929,0.1839,0.2029,0.071
365,1.3392,0.89,0.0119,2,0.89,0.2515,0.4354,0.11,0.0181,0.0312,0.1929,0.1839,0.2029,0.071
365,1.3739,0.91,0.0119,2,0.91,0.2815,0.4687,0.09,0.0148,0.0259,0.1929,0.1839,0.2029,0.071
365,1.4109,0.93,0.0119,2,0.9299,0.3142,0.5041,0.0699,0.012,0.0212,0.1929,0.1839,0.2029,0.071
365,1.4641,0.95,0.0119,2,0.95,0.3622,0.5551,0.05,0.009,0.0162,0.1929,0.1839,0.2029,0.071
365,1.5397,0.97,0.0119,2,0.97,0.4318,0.6275,0.03,0.0063,0.0112,0.1929,0.1839,0.2029,0.071
365,1.7425,0.99,0.0119,2,0.99,0.6229,0.8219,0.01,0.003,0.0052,0.1929,0.1839,0.2029,0.071
365,0.5674,0.01,0.0135,3,0.01,0.0008,0.0023,0.99,0.5101,0.6403,0.2189,0.2097,0.229,0.071
365,0.6696,0.03,0.0135,3,0.0299,0.0026,0.0074,0.97,0.4143,0.5427,0.2189,0.2097,0.229,0.071
365,0.725,0.05,0.0135,3,0.05,0.0047,0.0128,0.9499,0.3635,0.4898,0.2189,0.2097,0.229,0.071
365,0.7678,0.07,0.0135,3,0.07,0.0071,0.0192,0.93,0.3251,0.449,0.2189,0.2097,0.229,0.071
365,0.7986,0.09,0.0135,3,0.09,0.0095,0.0253,0.91,0.298,0.4195,0.2189,0.2097,0.229,0.071
365,0.823,0.11,0.0135,3,0.11,0.0118,0.0312,0.89,0.2771,0.3963,0.2189,0.2097,0.229,0.071
365,0.8451,0.13,0.0135,3,0.1298,0.0144,0.0377,0.8698,0.2585,0.3752,0.2189,0.2097,0.229,0.071
365,0.8634,0.15,0.0135,3,0.15,0.0168,0.0439,0.8499,0.2435,0.3577,0.2189,0.2097,0.229,0.071
365,0.882,0.17,0.0135,3,0.17,0.0197,0.0511,0.8299,0.2286,0.3399,0.2189,0.2097,0.229,0.071
365,0.8977,0.19,0.0135,3,0.19,0.0224,0.058,0.8099,0.2163,0.3249,0.2189,0.2097,0.229,0.071
365,0.9132,0.21,0.0135,3,0.21,0.0253,0.0655,0.79,0.2044,0.3101,0.2189,0.2097,0.229,0.071
365,0.9285,0.23,0.0135,3,0.23,0.0286,0.0738,0.77,0.193,0.2955,0.2189,0.2097,0.229,0.071
365,0.9425,0.25,0.0135,3,0.2499,0.0318,0.0822,0.7499,0.1829,0.2821,0.2189,0.2097,0.229,0.071
365,0.9541,0.27,0.0135,3,0.27,0.0347,0.0898,0.73,0.1747,0.271,0.2189,0.2097,0.229,0.071
365,0.9673,0.29,0.0135,3,0.29,0.0382,0.0991,0.71,0.1656,0.2585,0.2189,0.2097,0.229,0.071
365,0.9809,0.31,0.0135,3,0.31,0.0421,0.1096,0.69,0.1565,0.2455,0.2189,0.2097,0.229,0.071
365,0.9931,0.33,0.0135,3,0.33,0.0458,0.1199,0.6699,0.1486,0.2338,0.2189,0.2097,0.229,0.071
365,1.005,0.35,0.0135,3,0.35,0.0497,0.1308,0.65,0.1412,0.2226,0.2189,0.2097,0.229,0.071
365,1.0151,0.37,0.0135,3,0.3699,0.0532,0.1404,0.63,0.135,0.2134,0.2189,0.2097,0.229,0.071
365,1.0256,0.39,0.0135,3,0.39,0.057,0.1505,0.61,0.1288,0.204,0.2189,0.2097,0.229,0.071
365,1.0378,0.41,0.0135,3,0.41,0.0616,0.1621,0.5899,0.1218,0.1936,0.2189,0.2097,0.229,0.071
365,1.0484,0.43,0.0135,3,0.43,0.0659,0.1722,0.57,0.1159,0.1847,0.2189,0.2097,0.229,0.071
365,1.0589,0.45,0.0135,3,0.45,0.0703,0.1822,0.55,0.1103,0.1763,0.2189,0.2097,0.229,0.071
365,1.0696,0.47,0.0135,3,0.47,0.075,0.1924,0.53,0.1049,0.1679,0.2189,0.2097,0.229,0.071
365,1.0806,0.49,0.0135,3,0.49,0.0801,0.2029,0.51,0.0994,0.1596,0.2189,0.2097,0.229,0.071
365,1.0924,0.51,0.0135,3,0.51,0.0858,0.2142,0.49,0.0938,0.151,0.2189,0.2097,0.229,0.071
365,1.1042,0.53,0.0135,3,0.53,0.0916,0.2255,0.47,0.0884,0.1428,0.2189,0.2097,0.229,0.071
365,1.1145,0.55,0.0135,3,0.55,0.0969,0.2353,0.45,0.0839,0.1358,0.2189,0.2097,0.229,0.071
365,1.1262,0.57,0.0135,3,0.57,0.1033,0.2466,0.43,0.0789,0.1282,0.2189,0.2097,0.229,0.071
365,1.1382,0.59,0.0135,3,0.59,0.1099,0.258,0.41,0.0742,0.1209,0.2189,0.2097,0.229,0.071
365,1.1501,0.61,0.0135,3,0.61,0.1167,0.2693,0.39,0.0696,0.1139,0.2189,0.2097,0.229,0.071
365,1.1617,0.63,0.0135,3,0.63,0.1237,0.2805,0.37,0.0654,0.1074,0.2189,0.2097,0.229,0.071
