period,k,kq,vol,vol_dc,p_itm_p,p_exp,p_max,c_itm_p,c_exp,c_max,scale_t2,scalep_t2,scalen_t2,lmean_t2
91,1.0515,0.63,0.0109,2,0.63,0.056,0.113,0.37,0.026,0.0431,0.0982,0.0933,0.1035,0.0154
91,1.0566,0.65,0.0109,2,0.6499,0.0592,0.118,0.35,0.0242,0.0402,0.0982,0.0933,0.1035,0.0154
91,1.0611,0.67,0.0109,2,0.67,0.0621,0.1225,0.33,0.0227,0.0377,0.0982,0.0933,0.1035,0.0154
91,1.0661,0.69,0.0109,2,0.69,0.0655,0.1274,0.31,0.0211,0.0351,0.0982,0.0933,0.1035,0.0154
91,1.0714,0.71,0.0109,2,0.71,0.0692,0.1327,0.2894,0.0195,0.0324,0.0982,0.0933,0.1035,0.0154
91,1.0769,0.73,0.0109,2,0.7299,0.0731,0.1382,0.2698,0.018,0.0299,0.0982,0.0933,0.1035,0.0154
91,1.0829,0.75,0.0109,2,0.7499,0.0775,0.144,0.25,0.0165,0.0274,0.0982,0.0933,0.1035,0.0154
91,1.0887,0.77,0.0109,2,0.77,0.0819,0.1498,0.23,0.0151,0.0251,0.0982,0.0933,0.1035,0.0154
91,1.0952,0.79,0.0109,2,0.7898,0.0869,0.1563,0.21,0.0136,0.0227,0.0982,0.0933,0.1035,0.0154
91,1.1028,0.81,0.0109,2,0.8099,0.0929,0.1637,0.19,0.0122,0.0203,0.0982,0.0933,0.1035,0.0154
91,1.1103,0.83,0.0109,2,0.83,0.099,0.1712,0.17,0.0108,0.018,0.0982,0.0933,0.1035,0.0154
91,1.1189,0.85,0.0109,2,0.8499,0.1061,0.1797,0.15,0.0095,0.0158,0.0982,0.0933,0.1035,0.0154
91,1.1282,0.87,0.0109,2,0.87,0.114,0.1889,0.13,0.0082,0.0137,0.0982,0.0933,0.1035,0.0154
91,1.1382,0.89,0.0109,2,0.8899,0.1228,0.1988,0.11,0.007,0.0117,0.0982,0.0933,0.1035,0.0154
91,1.1506,0.91,0.0109,2,0.91,0.1338,0.2111,0.09,0.0058,0.0097,0.0982,0.0933,0.1035,0.0154
91,1.1667,0.93,0.0109,2,0.93,0.1484,0.227,0.0698,0.0045,0.0076,0.0982,0.0933,0.1035,0.0154
91,1.1868,0.95,0.0109,2,0.95,0.1671,0.2469,0.05,0.0033,0.0056,0.0982,0.0933,0.1035,0.0154
91,1.2174,0.97,0.0109,2,0.97,0.1962,0.2771,0.03,0.0022,0.0037,0.0982,0.0933,0.1035,0.0154
91,1.2848,0.99,0.0109,2,0.9899,0.2618,0.3439,0.01,0.001,0.0017,0.0982,0.0933,0.1035,0.0154
91,0.7276,0.01,0.0125,3,0.0099,0.0007,0.0017,0.9899,0.2919,0.3601,0.1089,0.1044,0.1138,0.0152
91,0.8059,0.03,0.0125,3,0.0299,0.0021,0.0043,0.97,0.2159,0.2828,0.1089,0.1044,0.1138,0.0152
91,0.8411,0.05,0.0125,3,0.05,0.0035,0.007,0.9499,0.1825,0.2479,0.1089,0.1044,0.1138,0.0152
91,0.8619,0.07,0.0125,3,0.07,0.0047,0.0094,0.93,0.1632,0.2274,0.1089,0.1044,0.1138,0.0152
91,0.8774,0.09,0.0125,3,0.09,0.0059,0.0117,0.9099,0.1491,0.2121,0.1089,0.1044,0.1138,0.0152
91,0.8914,0.11,0.0125,3,0.11,0.0073,0.0144,0.8899,0.1366,0.1982,0.1089,0.1044,0.1138,0.0152
91,0.9021,0.13,0.0125,3,0.13,0.0086,0.0169,0.8699,0.1273,0.1877,0.1089,0.1044,0.1138,0.0152
91,0.9125,0.15,0.0125,3,0.15,0.01,0.0197,0.8499,0.1185,0.1775,0.1089,0.1044,0.1138,0.0152
91,0.9224,0.17,0.0125,3,0.17,0.0116,0.0229,0.83,0.1103,0.1677,0.1089,0.1044,0.1138,0.0152
91,0.9313,0.19,0.0125,3,0.19,0.0132,0.0261,0.81,0.103,0.1588,0.1089,0.1044,0.1138,0.0152
91,0.9391,0.21,0.0125,3,0.2099,0.0147,0.0293,0.7899,0.0968,0.1511,0.1089,0.1044,0.1138,0.0152
91,0.9463,0.23,0.0125,3,0.2299,0.0163,0.0326,0.77,0.0913,0.144,0.1089,0.1044,0.1138,0.0152
91,0.9524,0.25,0.0125,3,0.25,0.0177,0.0355,0.75,0.0867,0.138,0.1089,0.1044,0.1138,0.0152
91,0.9588,0.27,0.0125,3,0.27,0.0193,0.0389,0.7299,0.0821,0.1317,0.1089,0.1044,0.1138,0.0152
91,0.9647,0.29,0.0125,3,0.29,0.021,0.0424,0.71,0.0778,0.1258,0.1089,0.1044,0.1138,0.0152
91,0.9709,0.31,0.0125,3,0.31,0.0228,0.0462,0.6899,0.0736,0.1197,0.1089,0.1044,0.1138,0.0152
91,0.9764,0.33,0.0125,3,0.33,0.0246,0.05,0.6699,0.0698,0.1142,0.1089,0.1044,0.1138,0.0152
91,0.982,0.35,0.0125,3,0.35,0.0264,0.0539,0.65,0.0662,0.1087,0.1089,0.1044,0.1138,0.0152
91,0.9877,0.37,0.0125,3,0.3699,0.0285,0.0582,0.6297,0.0626,0.1031,0.1089,0.1044,0.1138,0.0152
91,0.9928,0.39,0.0125,3,0.39,0.0304,0.0624,0.61,0.0595,0.0981,0.1089,0.1044,0.1138,0.0152
91,0.9979,0.41,0.0125,3,0.4099,0.0324,0.0668,0.59,0.0564,0.093,0.1089,0.1044,0.1138,0.0152
91,1.0034,0.43,0.0125,3,0.43,0.0347,0.072,0.5699,0.0533,0.0878,0.1089,0.1044,0.1138,0.0152
91,1.0084,0.45,0.0125,3,0.45,0.0369,0.0769,0.5499,0.0506,0.0833,0.1089,0.1044,0.1138,0.0152
91,1.0133,0.47,0.0125,3,0.47,0.0391,0.0818,0.53,0.0479,0.0789,0.1089,0.1044,0.1138,0.0152
91,1.0185,0.49,0.0125,3,0.49,0.0416,0.0869,0.5099,0.0453,0.0746,0.1089,0.1044,0.1138,0.0152
91,1.0233,0.51,0.0125,3,0.5099,0.044,0.0917,0.49,0.0429,0.0707,0.1089,0.1044,0.1138,0.0152
91,1.0284,0.53,0.0125,3,0.53,0.0465,0.0967,0.47,0.0405,0.0667,0.1089,0.1044,0.1138,0.0152
91,1.0333,0.55,0.0125,3,0.5499,0.0492,0.1016,0.45,0.0382,0.063,0.1089,0.1044,0.1138,0.0152
91,1.0384,0.57,0.0125,3,0.5699,0.052,0.1066,0.43,0.036,0.0594,0.1089,0.1044,0.1138,0.0152
91,1.0437,0.59,0.0125,3,0.59,0.0551,0.1119,0.41,0.0338,0.0558,0.1089,0.1044,0.1138,0.0152
91,1.0487,0.61,0.0125,3,0.61,0.058,0.1168,0.39,0.0318,0.0525,0.1089,0.1044,0.1138,0.0152
91,1.0542,0.63,0.0125,3,0.6299,0.0614,0.1222,0.37,0.0298,0.0491,0.1089,0.1044,0.1138,0.0152
91,1.0599,0.65,0.0125,3,0.65,0.065,0.1279,0.3499,0.0277,0.0457,0.1089,0.1044,0.1138,0.0152
91,1.0664,0.67,0.0125,3,0.67,0.0692,0.1342,0.33,0.0256,0.0422,0.1089,0.1044,0.1138,0.0152
91,1.0724,0.69,0.0125,3,0.6899,0.0733,0.1402,0.31,0.0237,0.039,0.1089,0.1044,0.1138,0.0152
91,1.0784,0.71,0.0125,3,0.7099,0.0774,0.1461,0.29,0.0219,0.0362,0.1089,0.1044,0.1138,0.0152
91,1.0848,0.73,0.0125,3,0.7299,0.082,0.1525,0.27,0.0201,0.0332,0.1089,0.1044,0.1138,0.0152
91,1.0908,0.75,0.0125,3,0.75,0.0863,0.1584,0.2499,0.0186,0.0307,0.1089,0.1044,0.1138,0.0152
91,1.098,0.77,0.0125,3,0.7699,0.0918,0.1656,0.23,0.0169,0.0279,0.1089,0.1044,0.1138,0.0152
91,1.1056,0.79,0.0125,3,0.79,0.0976,0.173,0.21,0.0152,0.0252,0.1089,0.1044,0.1138,0.0152
91,1.1138,0.81,0.0125,3,0.81,0.1041,0.1811,0.1899,0.0136,0.0225,0.1089,0.1044,0.1138,0.0152
91,1.1215,0.83,0.0125,3,0.8299,0.1104,0.1888,0.17,0.0122,0.0203,0.1089,0.1044,0.1138,0.0152
91,1.1306,0.85,0.0125,3,0.85,0.118,0.1978,0.1499,0.0108,0.0179,0.1089,0.1044,0.1138,0.0152
91,1.141,0.87,0.0125,3,0.87,0.1268,0.208,0.13,0.0094,0.0155,0.1089,0.1044,0.1138,0.0152
91,1.1522,0.89,0.0125,3,0.89,0.1365,0.2191,0.11,0.008,0.0133,0.1089,0.1044,0.1138,0.0152
91,1.1662,0.91,0.0125,3,0.9099,0.149,0.2329,0.09,0.0067,0.011,0.1089,0.1044,0.1138,0.0152
91,1.1827,0.93,0.0125,3,0.93,0.164,0.2492,0.07,0.0054,0.0088,0.1089,0.1044,0.1138,0.0152
91,1.2033,0.95,0.0125,3,0.95,0.1831,0.2696,0.05,0.0042,0.0067,0.1089,0.1044,0.1138,0.0152
91,1.2418,0.97,0.0125,3,0.97,0.2197,0.3076,0.03,0.0027,0.0042,0.1089,0.1044,0.1138,0.0152
91,1.3288,0.99,0.0125,3,0.99,0.3042,0.3936,0.01,0.0011,0.0018,0.1089,0.1044,0.1138,0.0152
91,0.7082,0.01,0.0141,4,0.0099,0.0008,0.0017,0.99,0.3092,0.3848,0.1178,0.1124,0.1237,0.0124
91,0.7896,0.03,0.0141,4,0.03,0.0023,0.0045,0.9699,0.2303,0.3044,0.1178,0.1124,0.1237,0.0124
91,0.8249,0.05,0.0141,4,0.05,0.0036,0.0073,0.95,0.1968,0.2695,0.1178,0.1124,0.1237,0.0124
91,0.8477,0.07,0.0141,4,0.07,0.005,0.0099,0.93,0.1756,0.2469,0.1178,0.1124,0.1237,0.0124
91,0.8657,0.09,0.0141,4,0.09,0.0064,0.0127,0.9099,0.1592,0.2291,0.1178,0.1124,0.1237,0.0124
91,0.8792,0.11,0.0141,4,0.11,0.0077,0.0153,0.8899,0.1472,0.2159,0.1178,0.1124,0.1237,0.0124
91,0.8913,0.13,0.0141,4,0.13,0.0092,0.0182,0.87,0.1367,0.2039,0.1178,0.1124,0.1237,0.0124
91,0.9023,0.15,0.0141,4,0.15,0.0107,0.0212,0.8499,0.1273,0.193,0.1178,0.1124,0.1237,0.0124
91,0.9125,0.17,0.0141,4,0.17,0.0123,0.0244,0.8299,0.1189,0.183,0.1178,0.1124,0.1237,0.0124
91,0.9218,0.19,0.0141,4,0.19,0.014,0.0278,0.8099,0.1113,0.1737,0.1178,0.1124,0.1237,0.0124
91,0.9295,0.21,0.0141,4,0.21,0.0155,0.0308,0.79,0.1053,0.1661,0.1178,0.1124,0.1237,0.0124
91,0.9369,0.23,0.0141,4,0.23,0.0171,0.034,0.7699,0.0996,0.1589,0.1178,0.1124,0.1237,0.0124
91,0.9442,0.25,0.0141,4,0.25,0.0188,0.0376,0.7499,0.0941,0.1516,0.1178,0.1124,0.1237,0.0124
91,0.9515,0.27,0.0141,4,0.27,0.0207,0.0414,0.7299,0.0887,0.1444,0.1178,0.1124,0.1237,0.0124
91,0.9583,0.29,0.0141,4,0.29,0.0226,0.0453,0.7098,0.0839,0.1376,0.1178,0.1124,0.1237,0.0124
91,0.9646,0.31,0.0141,4,0.31,0.0245,0.0491,0.69,0.0795,0.1314,0.1178,0.1124,0.1237,0.0124
91,0.9711,0.33,0.0141,4,0.33,0.0265,0.0533,0.67,0.0752,0.125,0.1178,0.1124,0.1237,0.0124
91,0.9773,0.35,0.0141,4,0.35,0.0286,0.0577,0.6499,0.0711,0.1189,0.1178,0.1124,0.1237,0.0124
91,0.9833,0.37,0.0141,4,0.37,0.0307,0.0622,0.63,0.0673,0.113,0.1178,0.1124,0.1237,0.0124
91,0.9891,0.39,0.0141,4,0.39,0.0329,0.0669,0.6099,0.0638,0.1072,0.1178,0.1124,0.1237,0.0124
91,0.9945,0.41,0.0141,4,0.41,0.035,0.0714,0.59,0.0606,0.1019,0.1178,0.1124,0.1237,0.0124
91,1.0,0.43,0.0141,4,0.4257,0.0373,0.0763,0.5655,0.0574,0.0965,0.1178,0.1124,0.1237,0.0124
91,1.0053,0.45,0.0141,4,0.45,0.0396,0.0815,0.5499,0.0545,0.0916,0.1178,0.1124,0.1237,0.0124
91,1.0106,0.47,0.0141,4,0.47,0.042,0.0868,0.5299,0.0516,0.0869,0.1178,0.1124,0.1237,0.0124
91,1.0164,0.49,0.0141,4,0.49,0.0448,0.0925,0.51,0.0487,0.082,0.1178,0.1124,0.1237,0.0124
91,1.0219,0.51,0.0141,4,0.5099,0.0475,0.0979,0.4899,0.046,0.0775,0.1178,0.1124,0.1237,0.0124
91,1.0268,0.53,0.0141,4,0.53,0.05,0.1027,0.47,0.0436,0.0736,0.1178,0.1124,0.1237,0.0124
91,1.0323,0.55,0.0141,4,0.55,0.053,0.1082,0.45,0.0411,0.0693,0.1178,0.1124,0.1237,0.0124
91,1.0383,0.57,0.0141,4,0.5699,0.0562,0.1141,0.43,0.0385,0.065,0.1178,0.1124,0.1237,0.0124
91,1.0445,0.59,0.0141,4,0.5899,0.0598,0.1202,0.41,0.036,0.0607,0.1178,0.1124,0.1237,0.0124
91,1.0508,0.61,0.0141,4,0.61,0.0635,0.1265,0.39,0.0335,0.0566,0.1178,0.1124,0.1237,0.0124
91,1.0565,0.63,0.0141,4,0.63,0.0671,0.1321,0.37,0.0313,0.053,0.1178,0.1124,0.1237,0.0124
91,1.0622,0.65,0.0141,4,0.6499,0.0707,0.1378,0.35,0.0293,0.0496,0.1178,0.1124,0.1237,0.0124
91,1.0688,0.67,0.0141,4,0.6699,0.075,0.1443,0.33,0.0271,0.0459,0.1178,0.1124,0.1237,0.0124
91,1.0755,0.69,0.0141,4,0.69,0.0794,0.1509,0.31,0.025,0.0424,0.1178,0.1124,0.1237,0.0124
91,1.0815,0.71,0.0141,4,0.7099,0.0836,0.1569,0.29,0.0232,0.0394,0.1178,0.1124,0.1237,0.0124
91,1.0882,0.73,0.0141,4,0.7299,0.0884,0.1635,0.27,0.0213,0.0363,0.1178,0.1124,0.1237,0.0124
91,1.0952,0.75,0.0141,4,0.75,0.0935,0.1704,0.2499,0.0195,0.0332,0.1178,0.1124,0.1237,0.0124
91,1.1033,0.77,0.0141,4,0.7699,0.0996,0.1783,0.23,0.0176,0.03,0.1178,0.1124,0.1237,0.0124
91,1.1108,0.79,0.0141,4,0.79,0.1054,0.1858,0.21,0.016,0.0273,0.1178,0.1124,0.1237,0.0124
91,1.1188,0.81,0.0141,4,0.81,0.1117,0.1937,0.19,0.0144,0.0246,0.1178,0.1124,0.1237,0.0124
91,1.128,0.83,0.0141,4,0.83,0.1191,0.2027,0.17,0.0128,0.0219,0.1178,0.1124,0.1237,0.0124
91,1.1389,0.85,0.0141,4,0.85,0.1282,0.2135,0.15,0.0111,0.019,0.1178,0.1124,0.1237,0.0124
91,1.149,0.87,0.0141,4,0.8699,0.1368,0.2235,0.13,0.0097,0.0167,0.1178,0.1124,0.1237,0.0124
91,1.1605,0.89,0.0141,4,0.8899,0.1468,0.2349,0.11,0.0083,0.0144,0.1178,0.1124,0.1237,0.0124
91,1.1767,0.91,0.0141,4,0.9099,0.1612,0.2509,0.09,0.0067,0.0116,0.1178,0.1124,0.1237,0.0124
91,1.1948,0.93,0.0141,4,0.9299,0.1777,0.2688,0.07,0.0053,0.0091,0.1178,0.1124,0.1237,0.0124
91,1.2194,0.95,0.0141,4,0.95,0.2006,0.2931,0.0499,0.0038,0.0067,0.1178,0.1124,0.1237,0.0124
91,1.255,0.97,0.0141,4,0.9699,0.2344,0.3283,0.03,0.0025,0.0043,0.1178,0.1124,0.1237,0.0124
91,1.3349,0.99,0.0141,4,0.9899,0.3119,0.4072,0.01,0.001,0.0018,0.1178,0.1124,0.1237,0.0124
91,0.6812,0.01,0.0156,5,0.01,0.0008,0.0017,0.9899,0.338,0.4197,0.1281,0.1229,0.1339,0.0131
91,0.7732,0.03,0.0156,5,0.03,0.0025,0.0047,0.97,0.2488,0.3288,0.1281,0.1229,0.1339,0.0131
91,0.8069,0.05,0.0156,5,0.05,0.0037,0.0072,0.95,0.2168,0.2955,0.1281,0.1229,0.1339,0.0131
91,0.8343,0.07,0.0156,5,0.07,0.0053,0.0103,0.9299,0.1913,0.2684,0.1281,0.1229,0.1339,0.0131
91,0.8544,0.09,0.0156,5,0.09,0.0069,0.0134,0.9099,0.173,0.2486,0.1281,0.1229,0.1339,0.0131
91,0.8702,0.11,0.0156,5,0.11,0.0085,0.0164,0.89,0.159,0.233,0.1281,0.1229,0.1339,0.0131
91,0.8841,0.13,0.0156,5,0.13,0.0101,0.0196,0.8699,0.1469,0.2193,0.1281,0.1229,0.1339,0.0131
91,0.8955,0.15,0.0156,5,0.15,0.0117,0.0228,0.8499,0.1372,0.208,0.1281,0.1229,0.1339,0.0131
91,0.9062,0.17,0.0156,5,0.17,0.0134,0.0262,0.83,0.1283,0.1974,0.1281,0.1229,0.1339,0.0131
91,0.9158,0.19,0.0156,5,0.19,0.0151,0.0296,0.8099,0.1206,0.188,0.1281,0.1229,0.1339,0.0131
91,0.9245,0.21,0.0156,5,0.21,0.0168,0.0331,0.79,0.1137,0.1793,0.1281,0.1229,0.1339,0.0131
91,0.9327,0.23,0.0156,5,0.23,0.0186,0.0368,0.7699,0.1074,0.1713,0.1281,0.1229,0.1339,0.0131
91,0.9404,0.25,0.0156,5,0.25,0.0204,0.0406,0.7499,0.1016,0.1636,0.1281,0.1229,0.1339,0.0131
91,0.9481,0.27,0.0156,5,0.27,0.0224,0.0447,0.73,0.0959,0.156,0.1281,0.1229,0.1339,0.0131
91,0.9543,0.29,0.0156,5,0.29,0.0241,0.0482,0.7099,0.0916,0.15,0.1281,0.1229,0.1339,0.0131
91,0.9607,0.31,0.0156,5,0.31,0.026,0.0522,0.6899,0.0871,0.1436,0.1281,0.1229,0.1339,0.0131
91,0.9677,0.33,0.0156,5,0.33,0.0282,0.0568,0.6699,0.0824,0.1366,0.1281,0.1229,0.1339,0.0131
91,0.9742,0.35,0.0156,5,0.35,0.0304,0.0613,0.6499,0.0782,0.1303,0.1281,0.1229,0.1339,0.0131
91,0.9801,0.37,0.0156,5,0.37,0.0325,0.0658,0.6299,0.0744,0.1244,0.1281,0.1229,0.1339,0.0131
91,0.9864,0.39,0.0156,5,0.39,0.0349,0.0708,0.6099,0.0706,0.1182,0.1281,0.1229,0.1339,0.0131
91,0.9927,0.41,0.0156,5,0.41,0.0373,0.0759,0.5899,0.0669,0.112,0.1281,0.1229,0.1339,0.0131
91,1.0,0.43,0.0156,5,0.4294,0.0404,0.0824,0.5618,0.0627,0.1048,0.1281,0.1229,0.1339,0.0131
91,1.0049,0.45,0.0156,5,0.45,0.0425,0.0872,0.55,0.06,0.1003,0.1281,0.1229,0.1339,0.0131
91,1.011,0.47,0.0156,5,0.47,0.0453,0.0932,0.5299,0.0567,0.0949,0.1281,0.1229,0.1339,0.0131
91,1.0171,0.49,0.0156,5,0.49,0.0482,0.0992,0.5099,0.0536,0.0897,0.1281,0.1229,0.1339,0.0131
91,1.0231,0.51,0.0156,5,0.51,0.0511,0.1051,0.49,0.0507,0.0848,0.1281,0.1229,0.1339,0.0131
91,1.0295,0.53,0.0156,5,0.5299,0.0544,0.1115,0.47,0.0476,0.0797,0.1281,0.1229,0.1339,0.0131
91,1.0356,0.55,0.0156,5,0.55,0.0577,0.1175,0.45,0.0448,0.0751,0.1281,0.1229,0.1339,0.0131
91,1.0417,0.57,0.0156,5,0.5699,0.0611,0.1235,0.43,0.0422,0.0706,0.1281,0.1229,0.1339,0.0131
91,1.048,0.59,0.0156,5,0.59,0.0647,0.1298,0.41,0.0396,0.0662,0.1281,0.1229,0.1339,0.0131
91,1.0545,0.61,0.0156,5,0.61,0.0685,0.1361,0.39,0.037,0.0619,0.1281,0.1229,0.1339,0.0131
91,1.0606,0.63,0.0156,5,0.6299,0.0723,0.1422,0.37,0.0347,0.0581,0.1281,0.1229,0.1339,0.0131
91,1.0674,0.65,0.0156,5,0.65,0.0766,0.1489,0.35,0.0323,0.054,0.1281,0.1229,0.1339,0.0131
91,1.0734,0.67,0.0156,5,0.6699,0.0805,0.1548,0.33,0.0303,0.0507,0.1281,0.1229,0.1339,0.0131
91,1.0801,0.69,0.0156,5,0.6899,0.085,0.1615,0.31,0.0282,0.0471,0.1281,0.1229,0.1339,0.0131
91,1.0874,0.71,0.0156,5,0.71,0.09,0.1687,0.29,0.026,0.0436,0.1281,0.1229,0.1339,0.0131
91,1.096,0.73,0.0156,5,0.7299,0.0962,0.1772,0.27,0.0236,0.0396,0.1281,0.1229,0.1339,0.0131
91,1.104,0.75,0.0156,5,0.7499,0.102,0.1851,0.25,0.0216,0.0361,0.1281,0.1229,0.1339,0.0131
91,1.1125,0.77,0.0156,5,0.7699,0.1084,0.1935,0.23,0.0196,0.0328,0.1281,0.1229,0.1339,0.0131
91,1.1208,0.79,0.0156,5,0.7899,0.1148,0.2017,0.21,0.0178,0.0298,0.1281,0.1229,0.1339,0.0131
91,1.1311,0.81,0.0156,5,0.81,0.1229,0.2118,0.19,0.0157,0.0265,0.1281,0.1229,0.1339,0.0131
91,1.1413,0.83,0.0156,5,0.8299,0.1312,0.2219,0.17,0.0139,0.0235,0.1281,0.1229,0.1339,0.0131
91,1.1506,0.85,0.0156,5,0.85,0.1389,0.2311,0.15,0.0124,0.0211,0.1281,0.1229,0.1339,0.0131
91,1.1623,0.87,0.0156,5,0.8699,0.1489,0.2427,0.13,0.0108,0.0183,0.1281,0.1229,0.1339,0.0131
91,1.1763,0.89,0.0156,5,0.89,0.161,0.2565,0.11,0.0092,0.0155,0.1281,0.1229,0.1339,0.0131
91,1.1927,0.91,0.0156,5,0.9099,0.1756,0.2726,0.09,0.0076,0.0128,0.1281,0.1229,0.1339,0.0131
91,1.2134,0.93,0.0156,5,0.9299,0.1945,0.2932,0.07,0.0059,0.0101,0.1281,0.1229,0.1339,0.0131
91,1.2415,0.95,0.0156,5,0.9499,0.2205,0.3209,0.05,0.0043,0.0073,0.1281,0.1229,0.1339,0.0131
91,1.2792,0.97,0.0156,5,0.9699,0.2563,0.3581,0.03,0.0029,0.0048,0.1281,0.1229,0.1339,0.0131
91,1.3723,0.99,0.0156,5,0.9899,0.3466,0.4501,0.01,0.0012,0.002,0.1281,0.1229,0.1339,0.0131
91,0.6507,0.01,0.0174,6,0.01,0.0008,0.0017,0.99,0.3704,0.4586,0.1371,0.13,0.1449,0.0139
91,0.7549,0.03,0.0174,6,0.03,0.0027,0.005,0.9699,0.2694,0.3558,0.1371,0.13,0.1449,0.0139
91,0.7996,0.05,0.0174,6,0.05,0.0044,0.0084,0.9499,0.227,0.3116,0.1371,0.13,0.1449,0.0139
91,0.8254,0.07,0.0174,6,0.07,0.006,0.0114,0.93,0.203,0.2862,0.1371,0.13,0.1449,0.0139
91,0.8462,0.09,0.0174,6,0.09,0.0076,0.0146,0.91,0.1841,0.2656,0.1371,0.13,0.1449,0.0139
91,0.8627,0.11,0.0174,6,0.11,0.0092,0.0178,0.89,0.1694,0.2493,0.1371,0.13,0.1449,0.0139
91,0.8761,0.13,0.0174,6,0.13,0.0108,0.0208,0.8699,0.1578,0.2361,0.1371,0.13,0.1449,0.0139
91,0.8889,0.15,0.0174,6,0.15,0.0126,0.0243,0.85,0.1469,0.2235,0.1371,0.13,0.1449,0.0139
91,0.8994,0.17,0.0174,6,0.17,0.0142,0.0277,0.8299,0.1382,0.213,0.1371,0.13,0.1449,0.0139
91,0.9101,0.19,0.0174,6,0.19,0.0161,0.0315,0.8099,0.1296,0.2026,0.1371,0.13,0.1449,0.0139
91,0.9202,0.21,0.0174,6,0.21,0.0181,0.0356,0.7899,0.1215,0.1925,0.1371,0.13,0.1449,0.0139
91,0.9281,0.23,0.0174,6,0.23,0.0198,0.0391,0.7699,0.1155,0.1848,0.1371,0.13,0.1449,0.0139
91,0.9367,0.25,0.0174,6,0.25,0.0219,0.0433,0.7499,0.109,0.1762,0.1371,0.13,0.1449,0.0139
91,0.9456,0.27,0.0174,6,0.27,0.0241,0.048,0.73,0.1025,0.1675,0.1371,0.13,0.1449,0.0139
91,0.9526,0.29,0.0174,6,0.29,0.0261,0.0521,0.71,0.0975,0.1605,0.1371,0.13,0.1449,0.0139
91,0.9601,0.31,0.0174,6,0.31,0.0283,0.0568,0.69,0.0923,0.1531,0.1371,0.13,0.1449,0.0139
91,0.967,0.33,0.0174,6,0.3299,0.0305,0.0614,0.67,0.0876,0.1463,0.1371,0.13,0.1449,0.0139
91,0.9739,0.35,0.0174,6,0.35,0.0328,0.0663,0.65,0.0832,0.1395,0.1371,0.13,0.1449,0.0139
91,0.9808,0.37,0.0174,6,0.37,0.0352,0.0715,0.63,0.0788,0.1327,0.1371,0.13,0.1449,0.0139
91,0.9871,0.39,0.0174,6,0.39,0.0376,0.0765,0.61,0.075,0.1265,0.1371,0.13,0.1449,0.0139
91,0.9932,0.41,0.0174,6,0.41,0.04,0.0817,0.59,0.0713,0.1205,0.1371,0.13,0.1449,0.0139
91,1.0,0.43,0.0174,6,0.4266,0.0428,0.0877,0.5641,0.0674,0.1137,0.1371,0.13,0.1449,0.0139
91,1.0059,0.45,0.0174,6,0.4499,0.0454,0.0935,0.55,0.0642,0.1083,0.1371,0.13,0.1449,0.0139
91,1.013,0.47,0.0174,6,0.47,0.0486,0.1005,0.53,0.0604,0.102,0.1371,0.13,0.1449,0.0139
91,1.0195,0.49,0.0174,6,0.49,0.0517,0.1069,0.51,0.0571,0.0964,0.1371,0.13,0.1449,0.0139
91,1.0261,0.51,0.0174,6,0.51,0.055,0.1135,0.49,0.0538,0.091,0.1371,0.13,0.1449,0.0139
91,1.0317,0.53,0.0174,6,0.53,0.0579,0.119,0.47,0.0511,0.0865,0.1371,0.13,0.1449,0.0139
91,1.0374,0.55,0.0174,6,0.55,0.0609,0.1246,0.45,0.0485,0.0822,0.1371,0.13,0.1449,0.0139
91,1.0441,0.57,0.0174,6,0.57,0.0646,0.1313,0.4299,0.0456,0.0772,0.1371,0.13,0.1449,0.0139
91,1.0508,0.59,0.0174,6,0.59,0.0685,0.1379,0.41,0.0429,0.0725,0.1371,0.13,0.1449,0.0139
91,1.0581,0.61,0.0174,6,0.6099,0.0728,0.1451,0.3899,0.04,0.0676,0.1371,0.13,0.1449,0.0139
91,1.0647,0.63,0.0174,6,0.63,0.0768,0.1516,0.37,0.0375,0.0634,0.1371,0.13,0.1449,0.0139
91,1.0715,0.65,0.0174,6,0.65,0.0811,0.1583,0.3499,0.0351,0.0593,0.1371,0.13,0.1449,0.0139
91,1.079,0.67,0.0174,6,0.67,0.086,0.1657,0.33,0.0326,0.055,0.1371,0.13,0.1449,0.0139
91,1.0864,0.69,0.0174,6,0.69,0.0909,0.173,0.31,0.0302,0.051,0.1371,0.13,0.1449,0.0139
91,1.094,0.71,0.0174,6,0.71,0.0962,0.1805,0.29,0.028,0.0472,0.1371,0.13,0.1449,0.0139
91,1.1015,0.73,0.0174,6,0.73,0.1016,0.1879,0.27,0.0259,0.0437,0.1371,0.13,0.1449,0.0139
91,1.1108,0.75,0.0174,6,0.75,0.1084,0.1971,0.25,0.0235,0.0396,0.1371,0.13,0.1449,0.0139
91,1.1191,0.77,0.0174,6,0.77,0.1146,0.2053,0.23,0.0215,0.0363,0.1371,0.13,0.1449,0.0139
91,1.129,0.79,0.0174,6,0.79,0.1222,0.2151,0.21,0.0194,0.0326,0.1371,0.13,0.1449,0.0139
91,1.1386,0.81,0.0174,6,0.8099,0.1298,0.2246,0.19,0.0175,0.0294,0.1371,0.13,0.1449,0.0139
91,1.1488,0.83,0.0174,6,0.83,0.1381,0.2347,0.17,0.0157,0.0263,0.1371,0.13,0.1449,0.0139
